Id,Weekly_Sales
19_87_2013-07-12,9554.87
19_87_2013-07-19,7843.38
19_87_2013-07-26,8600.04
19_90_2012-11-02,9325.54
19_90_2012-11-09,9662.5
19_90_2012-11-16,3765.44
19_90_2012-11-23,11673.18
19_90_2012-11-30,9432.25
19_90_2012-12-07,7026.74
19_90_2012-12-14,5699.51
19_90_2012-12-21,8801.09
19_90_2012-12-28,6281.62
19_90_2013-01-04,6489.26
19_90_2013-01-11,2511.84
19_90_2013-01-18,7140.25
19_90_2013-01-25,6682.52
19_90_2013-02-01,4080.11
19_90_2013-02-08,1466.14
19_90_2013-02-15,10482.72
19_90_2013-02-22,4316.24
19_90_2013-03-01,6056.81
19_90_2013-03-08,10077.2
19_90_2013-03-15,7450.25
19_90_2013-03-22,9430.79
19_90_2013-03-29,3176.04
19_90_2013-04-05,6979.4
19_90_2013-04-12,6553.85
19_90_2013-04-19,6304.1
19_90_2013-04-26,4694.55
19_90_2013-05-03,8112.84
19_90_2013-05-10,3875.75
19_90_2013-05-17,2088.74
19_90_2013-05-24,5904.19
19_90_2013-05-31,5667.53
19_90_2013-06-07,6886.38
19_90_2013-06-14,11211.29
19_90_2013-06-21,9360.18
19_90_2013-06-28,8258.37
19_90_2013-07-05,1774.61
19_90_2013-07-12,11971.88
19_90_2013-07-19,2567.1
19_90_2013-07-26,5603.86
19_91_2012-11-02,8220.57
19_91_2012-11-09,4801.02
19_91_2012-11-16,6795.23
19_91_2012-11-23,10242.89
19_91_2012-11-30,9385.48
19_91_2012-12-07,7536.68
19_91_2012-12-14,7229.42
19_91_2012-12-21,6287.45
19_91_2012-12-28,1025.38
19_91_2013-01-04,1071.68
19_91_2013-01-11,4156.31
19_91_2013-01-18,7016.93
19_91_2013-01-25,2918.09
19_91_2013-02-01,8906.09
19_91_2013-02-08,12937.17
19_91_2013-02-15,10182.81
19_91_2013-02-22,5089.1
19_91_2013-03-01,7411.19
19_91_2013-03-08,6417.63
19_91_2013-03-15,7860.34
19_91_2013-03-22,5392.84
19_91_2013-03-29,6807.89
19_91_2013-04-05,8192.3
19_91_2013-04-12,4118.46
19_91_2013-04-19,10354.38
19_91_2013-04-26,8115.79
19_91_2013-05-03,6346.58
19_91_2013-05-10,7627.05
19_91_2013-05-17,3898.37
19_91_2013-05-24,4766.19
19_91_2013-05-31,4385.17
19_91_2013-06-07,6200.05
19_91_2013-06-14,11463.72
19_91_2013-06-21,4066.96
19_91_2013-06-28,5777.31
19_91_2013-07-05,4694.67
19_91_2013-07-12,10826.1
19_91_2013-07-19,6386.17
19_91_2013-07-26,9879.68
19_92_2012-11-02,5814.56
19_92_2012-11-09,7161.31
19_92_2012-11-16,11105.98
19_92_2012-11-23,8295.93
19_92_2012-11-30,4299.9
19_92_2012-12-07,5966.61
19_92_2012-12-14,10769.51
19_92_2012-12-21,12165.47
19_92_2012-12-28,3393.33
19_92_2013-01-04,8523.15
19_92_2013-01-11,7553.44
19_92_2013-01-18,4511.95
19_92_2013-01-25,1995.75
19_92_2013-02-01,8654.4
19_92_2013-02-08,7188.12
19_92_2013-02-15,1950.88
19_92_2013-02-22,12015.98
19_92_2013-03-01,12593.94
19_92_2013-03-08,6400.55
19_92_2013-03-15,9808.59
19_92_2013-03-22,6527.26
19_92_2013-03-29,10983.56
19_92_2013-04-05,7767.81
19_92_2013-04-12,7942.61
19_92_2013-04-19,6110.04
19_92_2013-04-26,6775.91
19_92_2013-05-03,12298.46
19_92_2013-05-10,7163.57
19_92_2013-05-17,8564.85
19_92_2013-05-24,3583.43
19_92_2013-05-31,9760.75
19_92_2013-06-07,6990.16
19_92_2013-06-14,10053.31
19_92_2013-06-21,8519.8
19_92_2013-06-28,7043.12
19_92_2013-07-05,9305.98
19_92_2013-07-12,10460.99
19_92_2013-07-19,7434.74
19_92_2013-07-26,7203.15
19_93_2012-11-02,5140.1
19_93_2012-11-09,143.78
19_93_2012-11-16,6463.56
19_93_2012-11-23,10048.83
19_93_2012-11-30,5396.47
19_93_2012-12-07,1023.17
19_93_2012-12-14,9508.27
19_93_2012-12-21,3854.54
19_93_2012-12-28,1316.81
19_93_2013-01-04,8350.83
19_93_2013-01-11,7548.45
19_93_2013-01-18,9116.06
19_93_2013-01-25,8719.56
19_93_2013-02-01,2956.42
19_93_2013-02-08,11463.53
19_93_2013-02-15,2756.05
19_93_2013-02-22,5405.7
19_93_2013-03-01,4683.5
19_93_2013-03-08,3708.84
19_93_2013-03-15,9373.93
19_93_2013-03-22,9691.85
19_93_2013-03-29,6023.6
19_93_2013-04-05,6909.17
19_93_2013-04-12,8113.57
19_93_2013-04-19,10194.38
19_93_2013-04-26,7797.98
19_93_2013-05-03,1588.09
19_93_2013-05-10,5345.86
19_93_2013-05-17,4222.83
19_93_2013-05-24,9237.93
19_93_2013-05-31,6466.08
19_93_2013-06-07,9926.56
19_93_2013-06-14,9095.42
19_93_2013-06-21,8274.4
19_93_2013-06-28,5832.28
19_93_2013-07-05,6790.44
19_93_2013-07-12,6404.92
19_93_2013-07-19,5404.48
19_93_2013-07-26,5210.58
19_94_2012-11-02,9056.14
19_94_2012-11-09,8095.05
19_94_2012-11-16,1069.25
19_94_2012-11-23,10852.1
19_94_2012-11-30,9166.76
19_94_2012-12-07,1363.94
19_94_2012-12-14,7738.52
19_94_2012-12-21,3880.06
19_94_2012-12-28,10146.3
19_94_2013-01-04,3222.89
19_94_2013-01-11,2783.36
19_94_2013-01-18,4119.08
19_94_2013-01-25,3443.98
19_94_2013-02-01,8915.37
19_94_2013-02-08,6296.94
19_94_2013-02-15,2371.95
19_94_2013-02-22,5574.77
19_94_2013-03-01,9282.43
19_94_2013-03-08,1753.32
19_94_2013-03-15,6739.76
19_94_2013-03-22,8844.15
19_94_2013-03-29,348.72
19_94_2013-04-05,7109.58
19_94_2013-04-12,6130.02
19_94_2013-04-19,6046.12
19_94_2013-04-26,4346.61
19_94_2013-05-03,9261.48
19_94_2013-05-10,7423.27
19_94_2013-05-17,7052.09
19_94_2013-05-24,1817.06
19_94_2013-05-31,10417.32
19_94_2013-06-07,10144.27
19_94_2013-06-14,11852.66
19_94_2013-06-21,5186.86
19_94_2013-06-28,-373.23
19_94_2013-07-05,7442.43
19_94_2013-07-12,6770.87
19_94_2013-07-19,839.24
19_94_2013-07-26,9450.41
19_95_2012-11-02,6926.37
19_95_2012-11-09,8445.28
19_95_2012-11-16,2579.49
19_95_2012-11-23,4023.18
19_95_2012-11-30,9604.72
19_95_2012-12-07,2022.13
19_95_2012-12-14,6436.89
19_95_2012-12-21,9547.18
19_95_2012-12-28,5646.45
19_95_2013-01-04,6409.27
19_95_2013-01-11,6244.17
19_95_2013-01-18,2792.06
19_95_2013-01-25,7436.76
19_95_2013-02-01,8805.81
19_95_2013-02-08,2818.99
19_95_2013-02-15,9038.93
19_95_2013-02-22,5894.08
19_95_2013-03-01,991.71
19_95_2013-03-08,10387.95
19_95_2013-03-15,8886.14
19_95_2013-03-22,7390.06
19_95_2013-03-29,5649.08
19_95_2013-04-05,6168.95
19_95_2013-04-12,8248.55
19_95_2013-04-19,10318.1
19_95_2013-04-26,6838.33
19_95_2013-05-03,7031.17
19_95_2013-05-10,9265.28
19_95_2013-05-17,5444.07
19_95_2013-05-24,9293.38
19_95_2013-05-31,7537.75
19_95_2013-06-07,6452.84
19_95_2013-06-14,9434.68
19_95_2013-06-21,5162.83
19_95_2013-06-28,11777.47
19_95_2013-07-05,8697.29
19_95_2013-07-12,5618.39
19_95_2013-07-19,5607.16
19_95_2013-07-26,6844.24
19_96_2012-11-02,10363.1
19_96_2012-11-09,11815.06
19_96_2012-11-16,5758.24
19_96_2012-11-23,5649.53
19_96_2012-11-30,2459.52
19_96_2012-12-07,3916.6
19_96_2012-12-14,8596.89
19_96_2012-12-21,1637.22
19_96_2012-12-28,8922.71
19_96_2013-01-04,7900.79
19_96_2013-01-11,4592.02
19_96_2013-01-18,4875.54
19_96_2013-01-25,8987.75
19_96_2013-02-01,9853.62
19_96_2013-02-08,10417.89
19_96_2013-02-15,2099.61
19_96_2013-02-22,5579.19
19_96_2013-03-01,5994.3
19_96_2013-03-08,9402.19
19_96_2013-03-15,2877.59
19_96_2013-03-22,3994.31
19_96_2013-03-29,7847.1
19_96_2013-04-05,8058.85
19_96_2013-04-12,860.38
19_96_2013-04-19,7053.16
19_96_2013-04-26,12209.97
19_96_2013-05-03,2679.67
19_96_2013-05-10,6534.27
19_96_2013-05-17,8981.09
19_96_2013-05-24,4172.67
19_96_2013-05-31,4342.77
19_96_2013-06-07,7130.35
19_96_2013-06-14,8940.71
19_96_2013-06-21,1037.49
19_96_2013-06-28,5813.1
19_96_2013-07-05,8493.8
19_96_2013-07-12,7801.82
19_96_2013-07-19,1296.16
19_96_2013-07-26,9344.89
19_97_2012-11-02,10580.35
19_97_2012-11-09,9095.42
19_97_2012-11-16,10367.69
19_97_2012-11-23,6315.78
19_97_2012-11-30,10350.75
19_97_2012-12-07,1305.64
19_97_2012-12-14,7284.17
19_97_2012-12-21,2691.22
19_97_2012-12-28,6164.25
19_97_2013-01-04,10312.01
19_97_2013-01-11,3050.71
19_97_2013-01-18,6375.33
19_97_2013-01-25,8564.41
19_97_2013-02-01,6498.45
19_97_2013-02-08,1767.34
19_97_2013-02-15,9011.77
19_97_2013-02-22,9157.39
19_97_2013-03-01,7284.79
19_97_2013-03-08,6488.97
19_97_2013-03-15,3987.18
19_97_2013-03-22,6818.54
19_97_2013-03-29,7607.6
19_97_2013-04-05,8582.07
19_97_2013-04-12,12866.86
19_97_2013-04-19,12259.3
19_97_2013-04-26,8966.04
19_97_2013-05-03,10737.44
19_97_2013-05-10,2560.93
19_97_2013-05-17,11287.54
19_97_2013-05-24,5253.71
19_97_2013-05-31,290.17
19_97_2013-06-07,7722.24
19_97_2013-06-14,9964.84
19_97_2013-06-21,871.56
19_97_2013-06-28,7013.57
19_97_2013-07-05,6414.96
19_97_2013-07-12,1836.47
19_97_2013-07-19,2976.93
19_97_2013-07-26,10403.9
19_98_2012-11-02,9351.09
19_98_2012-11-09,12213.69
19_98_2012-11-16,11111.92
19_98_2012-11-23,6031.1
19_98_2012-11-30,10949.96
19_98_2012-12-07,10663.67
19_98_2012-12-14,8004.63
19_98_2012-12-21,2642.3
19_98_2012-12-28,7685.03
19_98_2013-01-04,1651.88
19_98_2013-01-11,9036.79
19_98_2013-01-18,6403.64
19_98_2013-01-25,11151.3
19_98_2013-02-01,11275.54
19_98_2013-02-08,5870.91
19_98_2013-02-15,4479.0
19_98_2013-02-22,594.9
19_98_2013-03-01,5667.44
19_98_2013-03-08,7500.06
19_98_2013-03-15,6715.22
19_98_2013-03-22,9131.51
19_98_2013-03-29,1032.64
19_98_2013-04-05,6498.67
19_98_2013-04-12,8359.5
19_98_2013-04-19,1830.8
19_98_2013-04-26,11623.33
19_98_2013-05-03,8346.13
19_98_2013-05-10,6432.83
19_98_2013-05-17,9468.23
19_98_2013-05-24,2050.79
19_98_2013-05-31,8497.97
19_98_2013-06-07,6239.04
19_98_2013-06-14,5383.33
19_98_2013-06-21,7372.17
19_98_2013-06-28,5078.16
19_98_2013-07-05,9169.02
19_98_2013-07-12,9420.59
19_98_2013-07-19,8171.37
19_98_2013-07-26,11883.73
19_99_2012-11-02,9354.08
19_99_2012-11-09,6129.71
19_99_2012-11-23,9006.41
19_99_2012-11-30,6420.64
19_99_2012-12-07,6453.45
19_99_2012-12-14,6867.86
19_99_2012-12-21,8417.9
19_99_2012-12-28,8684.28
19_99_2013-02-01,1148.79
19_99_2013-02-08,7515.21
19_99_2013-02-15,1311.79
19_99_2013-03-08,8535.36
19_99_2013-03-29,5733.68
19_99_2013-04-05,5678.35
19_99_2013-04-12,9494.36
19_99_2013-04-19,5655.62
19_99_2013-04-26,6550.59
19_99_2013-05-03,1716.14
19_99_2013-05-10,11176.25
19_99_2013-05-17,4328.3
19_99_2013-05-24,11970.99
19_99_2013-05-31,8920.45
19_99_2013-06-07,8186.76
19_99_2013-06-14,4541.61
19_99_2013-06-21,12392.04
19_99_2013-07-05,1857.36
19_99_2013-07-12,12803.3
19_99_2013-07-19,11125.61
19_99_2013-07-26,6916.18
20_1_2012-11-02,7986.88
20_1_2012-11-09,4382.49
20_1_2012-11-16,3839.67
20_1_2012-11-23,4698.0
20_1_2012-11-30,4834.15
20_1_2012-12-07,9770.56
20_1_2012-12-14,5882.71
20_1_2012-12-21,6909.61
20_1_2012-12-28,9283.04
20_1_2013-01-04,5837.69
20_1_2013-01-11,12412.24
20_1_2013-01-18,10528.58
20_1_2013-01-25,8744.4
20_1_2013-02-01,8660.38
20_1_2013-02-08,11492.34
20_1_2013-02-15,6581.01
20_1_2013-02-22,9213.42
20_1_2013-03-01,8275.85
20_1_2013-03-08,6476.98
20_1_2013-03-15,6879.93
20_1_2013-03-22,6430.0
20_1_2013-03-29,9379.87
20_1_2013-04-05,6431.45
20_1_2013-04-12,10042.25
20_1_2013-04-19,9695.73
20_1_2013-04-26,4275.86
20_1_2013-05-03,7072.51
20_1_2013-05-10,4694.56
20_1_2013-05-17,3788.95
20_1_2013-05-24,2717.29
20_1_2013-05-31,11005.18
20_1_2013-06-07,4043.66
20_1_2013-06-14,8411.1
20_1_2013-06-21,7301.57
20_1_2013-06-28,5728.21
20_1_2013-07-05,8404.06
20_1_2013-07-12,6861.51
20_1_2013-07-19,5888.77
20_1_2013-07-26,296.78
20_2_2012-11-02,6648.83
20_2_2012-11-09,11590.2
20_2_2012-11-16,11443.43
20_2_2012-11-23,2130.57
20_2_2012-11-30,10143.4
20_2_2012-12-07,8826.04
20_2_2012-12-14,10524.41
20_2_2012-12-21,7312.6
20_2_2012-12-28,2037.32
20_2_2013-01-04,3471.54
20_2_2013-01-11,9179.55
20_2_2013-01-18,12271.1
20_2_2013-01-25,-261.05
20_2_2013-02-01,8484.65
20_2_2013-02-08,6149.22
20_2_2013-02-15,11136.26
20_2_2013-02-22,6228.68
20_2_2013-03-01,2309.7
20_2_2013-03-08,2821.01
20_2_2013-03-15,3349.89
20_2_2013-03-22,9705.64
20_2_2013-03-29,9378.33
20_2_2013-04-05,7662.79
20_2_2013-04-12,2490.89
20_2_2013-04-19,6068.32
20_2_2013-04-26,8599.59
20_2_2013-05-03,1650.3
20_2_2013-05-10,8900.21
20_2_2013-05-17,4521.83
20_2_2013-05-24,8634.59
20_2_2013-05-31,10947.69
20_2_2013-06-07,5592.36
20_2_2013-06-14,9660.82
20_2_2013-06-21,7507.81
20_2_2013-06-28,11994.07
20_2_2013-07-05,5371.46
20_2_2013-07-12,9540.28
20_2_2013-07-19,9235.13
20_2_2013-07-26,10833.43
20_3_2012-11-02,9078.09
20_3_2012-11-09,6445.14
20_3_2012-11-16,2177.92
20_3_2012-11-23,8723.94
20_3_2012-11-30,10265.57
20_3_2012-12-07,7045.52
20_3_2012-12-14,10912.88
20_3_2012-12-21,8892.53
20_3_2012-12-28,11834.79
20_3_2013-01-04,6275.69
20_3_2013-01-11,7729.19
20_3_2013-01-18,7688.17
20_3_2013-01-25,7155.01
20_3_2013-02-01,878.71
20_3_2013-02-08,6931.1
20_3_2013-02-15,7596.89
20_3_2013-02-22,1929.47
20_3_2013-03-01,4278.77
20_3_2013-03-08,7326.43
20_3_2013-03-15,7491.74
20_3_2013-03-22,7460.73
20_3_2013-03-29,8157.47
20_3_2013-04-05,9344.12
20_3_2013-04-12,5340.59
20_3_2013-04-19,5931.68
20_3_2013-04-26,8257.66
20_3_2013-05-03,8386.8
20_3_2013-05-10,7002.43
20_3_2013-05-17,11839.4
20_3_2013-05-24,5908.23
20_3_2013-05-31,1545.47
20_3_2013-06-07,8898.65
20_3_2013-06-14,1041.32
20_3_2013-06-21,5859.71
20_3_2013-06-28,4598.87
20_3_2013-07-05,3382.72
20_3_2013-07-12,12111.05
20_3_2013-07-19,5018.12
20_3_2013-07-26,10766.05
20_4_2012-11-02,7633.53
20_4_2012-11-09,5039.81
20_4_2012-11-16,10765.86
20_4_2012-11-23,5257.96
20_4_2012-11-30,7070.04
20_4_2012-12-07,5468.72
20_4_2012-12-14,6592.35
20_4_2012-12-21,6844.97
20_4_2012-12-28,6645.02
20_4_2013-01-04,8825.86
20_4_2013-01-11,6494.14
20_4_2013-01-18,7257.92
20_4_2013-01-25,9504.65
20_4_2013-02-01,3690.78
20_4_2013-02-08,3819.3
20_4_2013-02-15,10745.78
20_4_2013-02-22,9776.42
20_4_2013-03-01,10928.93
20_4_2013-03-08,9371.56
20_4_2013-03-15,9742.09
20_4_2013-03-22,8536.67
20_4_2013-03-29,9111.02
20_4_2013-04-05,7697.12
20_4_2013-04-12,9220.19
20_4_2013-04-19,8276.61
20_4_2013-04-26,668.23
20_4_2013-05-03,11820.55
20_4_2013-05-10,3480.84
20_4_2013-05-17,4667.47
20_4_2013-05-24,4981.49
20_4_2013-05-31,9708.7
20_4_2013-06-07,1177.14
20_4_2013-06-14,9273.05
20_4_2013-06-21,9461.73
20_4_2013-06-28,4786.0
20_4_2013-07-05,6048.16
20_4_2013-07-12,8244.91
20_4_2013-07-19,10471.98
20_4_2013-07-26,5835.38
20_5_2012-11-02,9052.48
20_5_2012-11-09,11946.13
20_5_2012-11-16,8125.17
20_5_2012-11-23,1877.88
20_5_2012-11-30,9003.13
20_5_2012-12-07,10410.38
20_5_2012-12-14,11873.45
20_5_2012-12-21,8922.0
20_5_2012-12-28,4574.31
20_5_2013-01-04,10441.73
20_5_2013-01-11,9981.21
20_5_2013-01-18,7497.08
20_5_2013-01-25,5680.31
20_5_2013-02-01,9553.7
20_5_2013-02-08,11327.34
20_5_2013-02-15,6610.14
20_5_2013-02-22,228.64
20_5_2013-03-01,1119.96
20_5_2013-03-08,364.15
20_5_2013-03-15,9583.9
20_5_2013-03-22,9779.27
20_5_2013-03-29,6330.31
20_5_2013-04-05,11054.79
20_5_2013-04-12,5420.51
20_5_2013-04-19,3329.55
20_5_2013-04-26,8802.01
20_5_2013-05-03,10005.09
20_5_2013-05-10,9162.3
20_5_2013-05-17,2797.23
20_5_2013-05-24,2176.95
20_5_2013-05-31,4419.42
20_5_2013-06-07,9004.6
20_5_2013-06-14,10032.15
20_5_2013-06-21,8769.62
20_5_2013-06-28,6266.74
20_5_2013-07-05,3645.33
20_5_2013-07-12,4635.92
20_5_2013-07-19,7250.25
20_5_2013-07-26,7739.9
20_6_2012-11-02,12605.51
20_6_2012-11-09,6850.21
20_6_2012-11-16,6702.34
20_6_2012-11-23,10078.55
20_6_2012-11-30,8953.94
20_6_2012-12-07,7962.99
20_6_2012-12-14,10740.32
20_6_2012-12-21,30.47
20_6_2012-12-28,4098.61
20_6_2013-01-04,8912.83
20_6_2013-01-11,8835.11
20_6_2013-01-18,6148.94
20_6_2013-01-25,11859.47
20_6_2013-02-01,10240.95
20_6_2013-02-08,1477.39
20_6_2013-02-15,11890.72
20_6_2013-02-22,12198.33
20_6_2013-03-01,12346.9
20_6_2013-03-08,2523.64
20_6_2013-03-15,8830.03
20_6_2013-03-22,10165.48
20_6_2013-03-29,3762.89
20_6_2013-04-05,12978.28
20_6_2013-04-12,4743.69
20_6_2013-04-19,8431.83
20_6_2013-04-26,10777.72
20_6_2013-05-03,8108.68
20_6_2013-05-10,6405.5
20_6_2013-05-17,9102.86
20_6_2013-05-24,9405.51
20_6_2013-05-31,6515.74
20_6_2013-06-07,7730.12
20_6_2013-06-14,4518.63
20_6_2013-06-21,1636.28
20_6_2013-06-28,8336.47
20_6_2013-07-05,6177.63
20_6_2013-07-12,6292.02
20_6_2013-07-19,8496.64
20_6_2013-07-26,3262.24
20_7_2012-11-02,258.37
20_7_2012-11-09,7738.05
20_7_2012-11-16,7616.28
20_7_2012-11-23,12212.09
20_7_2012-11-30,11114.06
20_7_2012-12-07,6373.39
20_7_2012-12-14,1723.8
20_7_2012-12-21,5021.22
20_7_2012-12-28,11826.93
20_7_2013-01-04,9759.21
20_7_2013-01-11,8789.83
20_7_2013-01-18,6429.8
20_7_2013-01-25,8431.4
20_7_2013-02-01,8969.45
20_7_2013-02-08,12062.91
20_7_2013-02-15,4318.47
20_7_2013-02-22,2421.84
20_7_2013-03-01,8218.45
20_7_2013-03-08,6241.86
20_7_2013-03-15,10747.52
20_7_2013-03-22,9214.12
20_7_2013-03-29,10051.84
20_7_2013-04-05,7037.05
20_7_2013-04-12,6369.43
20_7_2013-04-19,4343.76
20_7_2013-04-26,804.89
20_7_2013-05-03,5805.86
20_7_2013-05-10,9843.98
20_7_2013-05-17,4820.68
20_7_2013-05-24,9011.58
20_7_2013-05-31,11040.31
20_7_2013-06-07,7295.19
20_7_2013-06-14,5375.58
20_7_2013-06-21,3527.78
20_7_2013-06-28,10086.99
20_7_2013-07-05,9360.47
20_7_2013-07-12,9920.92
20_7_2013-07-19,7528.04
20_7_2013-07-26,11481.9
20_8_2012-11-02,7450.77
20_8_2012-11-09,5987.63
20_8_2012-11-16,11998.5
20_8_2012-11-23,5936.73
20_8_2012-11-30,7311.62
20_8_2012-12-07,8766.14
20_8_2012-12-14,9045.95
20_8_2012-12-21,9804.54
20_8_2012-12-28,8942.59
20_8_2013-01-04,7611.84
20_8_2013-01-11,12129.42
20_8_2013-01-18,362.32
20_8_2013-01-25,712.82
20_8_2013-02-01,10616.64
20_8_2013-02-08,9929.07
20_8_2013-02-15,6461.14
20_8_2013-02-22,1650.36
20_8_2013-03-01,3805.44
20_8_2013-03-08,7399.26
20_8_2013-03-15,4595.95
20_8_2013-03-22,9741.44
20_8_2013-03-29,6267.36
20_8_2013-04-05,7491.82
20_8_2013-04-12,1349.6
20_8_2013-04-19,6312.58
20_8_2013-04-26,12577.83
20_8_2013-05-03,5346.06
20_8_2013-05-10,6573.11
20_8_2013-05-17,10955.02
20_8_2013-05-24,6899.56
20_8_2013-05-31,7006.27
20_8_2013-06-07,11002.0
20_8_2013-06-14,12111.64
20_8_2013-06-21,7345.82
20_8_2013-06-28,8352.98
20_8_2013-07-05,2105.37
20_8_2013-07-12,9918.2
20_8_2013-07-19,5664.63
20_8_2013-07-26,6335.79
20_9_2012-11-02,7401.95
20_9_2012-11-09,8867.12
20_9_2012-11-16,7904.05
20_9_2012-11-23,978.41
20_9_2012-11-30,842.54
20_9_2012-12-07,11919.62
20_9_2012-12-14,5790.04
20_9_2012-12-21,6438.21
20_9_2012-12-28,5513.67
20_9_2013-01-04,4283.12
20_9_2013-01-11,2395.99
20_9_2013-01-18,7038.3
20_9_2013-01-25,8801.35
20_9_2013-02-01,11392.67
20_9_2013-02-08,4788.58
20_9_2013-02-15,9218.93
20_9_2013-02-22,5613.59
20_9_2013-03-01,8986.21
20_9_2013-03-08,1380.93
20_9_2013-03-15,3609.87
20_9_2013-03-22,3958.41
20_9_2013-03-29,2484.46
20_9_2013-04-05,7095.61
20_9_2013-04-12,6306.48
20_9_2013-04-19,12620.48
20_9_2013-04-26,6696.41
20_9_2013-05-03,11020.03
20_9_2013-05-10,7937.26
20_9_2013-05-17,4053.54
20_9_2013-05-24,3402.93
20_9_2013-05-31,558.88
20_9_2013-06-07,9540.16
20_9_2013-06-14,7630.03
20_9_2013-06-21,912.9
20_9_2013-06-28,8879.44
20_9_2013-07-05,9331.52
20_9_2013-07-12,1670.62
20_9_2013-07-19,1301.17
20_9_2013-07-26,2422.59
20_10_2012-11-02,9306.54
20_10_2012-11-09,9112.91
20_10_2012-11-16,12828.08
20_10_2012-11-23,7578.42
20_10_2012-11-30,9223.31
20_10_2012-12-07,6889.94
20_10_2012-12-14,6638.78
20_10_2012-12-21,1466.34
20_10_2012-12-28,9320.22
20_10_2013-01-04,11333.77
20_10_2013-01-11,1926.49
20_10_2013-01-18,9560.35
20_10_2013-01-25,808.49
20_10_2013-02-01,1972.13
20_10_2013-02-08,11818.81
20_10_2013-02-15,8246.49
20_10_2013-02-22,9488.82
20_10_2013-03-01,6498.47
20_10_2013-03-08,11136.82
20_10_2013-03-15,6853.34
20_10_2013-03-22,5182.79
20_10_2013-03-29,6777.89
20_10_2013-04-05,8236.57
20_10_2013-04-12,3194.7
20_10_2013-04-19,6871.71
20_10_2013-04-26,10694.43
20_10_2013-05-03,4658.01
20_10_2013-05-10,9063.8
20_10_2013-05-17,-49.15
20_10_2013-05-24,4854.3
20_10_2013-05-31,11833.04
20_10_2013-06-07,2049.65
20_10_2013-06-14,9010.05
20_10_2013-06-21,3493.4
20_10_2013-06-28,8403.66
20_10_2013-07-05,6532.43
20_10_2013-07-12,9513.07
20_10_2013-07-19,10198.3
20_10_2013-07-26,6953.56
20_11_2012-11-02,3792.19
20_11_2012-11-09,8071.1
20_11_2012-11-16,9808.83
20_11_2012-11-23,5742.54
20_11_2012-11-30,11374.21
20_11_2012-12-07,9307.3
20_11_2012-12-14,9643.49
20_11_2012-12-21,11363.03
20_11_2012-12-28,1162.07
20_11_2013-01-04,11968.88
20_11_2013-01-11,9100.92
20_11_2013-01-18,9948.07
20_11_2013-01-25,6764.8
20_11_2013-02-01,5574.81
20_11_2013-02-08,5223.46
20_11_2013-02-15,1421.01
20_11_2013-02-22,3491.18
20_11_2013-03-01,9121.34
20_11_2013-03-08,11956.54
20_11_2013-03-15,10369.55
20_11_2013-03-22,9439.23
20_11_2013-03-29,10192.34
20_11_2013-04-05,5574.35
20_11_2013-04-12,7974.75
20_11_2013-04-19,9078.89
20_11_2013-04-26,7894.59
20_11_2013-05-03,9007.26
20_11_2013-05-10,6749.23
20_11_2013-05-17,8906.07
20_11_2013-05-24,9798.88
20_11_2013-05-31,9737.4
20_11_2013-06-07,3554.93
20_11_2013-06-14,6560.87
20_11_2013-06-21,9031.03
20_11_2013-06-28,3811.82
20_11_2013-07-05,1824.87
20_11_2013-07-12,7089.55
20_11_2013-07-19,2511.51
20_11_2013-07-26,9532.28
20_12_2012-11-02,3354.19
20_12_2012-11-09,8414.39
20_12_2012-11-16,8847.48
20_12_2012-11-23,1772.52
20_12_2012-11-30,10803.34
20_12_2012-12-07,9706.27
20_12_2012-12-14,6671.37
20_12_2012-12-21,6149.31
20_12_2012-12-28,8252.2
20_12_2013-01-04,4820.08
20_12_2013-01-11,4788.72
20_12_2013-01-18,6688.19
20_12_2013-01-25,10571.51
20_12_2013-02-01,7054.56
20_12_2013-02-08,8935.44
20_12_2013-02-15,8356.99
20_12_2013-02-22,6819.26
20_12_2013-03-01,11464.69
20_12_2013-03-08,9062.24
20_12_2013-03-15,5672.22
20_12_2013-03-22,11361.2
20_12_2013-03-29,964.79
20_12_2013-04-05,2281.28
20_12_2013-04-12,2589.84
20_12_2013-04-19,10950.99
20_12_2013-04-26,11240.99
20_12_2013-05-03,9306.07
20_12_2013-05-10,7102.57
20_12_2013-05-17,6762.02
20_12_2013-05-24,3820.86
20_12_2013-05-31,11803.38
20_12_2013-06-07,7990.5
20_12_2013-06-14,3716.15
20_12_2013-06-21,8526.76
20_12_2013-06-28,11112.44
20_12_2013-07-05,8420.39
20_12_2013-07-12,7726.54
20_12_2013-07-19,8089.26
20_12_2013-07-26,6819.68
20_13_2012-11-02,3310.49
20_13_2012-11-09,6231.67
20_13_2012-11-16,3813.2
20_13_2012-11-23,8936.09
20_13_2012-11-30,10766.69
20_13_2012-12-07,6000.03
20_13_2012-12-14,7048.09
20_13_2012-12-21,11119.22
20_13_2012-12-28,6019.43
20_13_2013-01-04,1582.41
20_13_2013-01-11,1767.09
20_13_2013-01-18,7624.07
20_13_2013-01-25,7206.46
20_13_2013-02-01,9400.32
20_13_2013-02-08,7720.27
20_13_2013-02-15,10834.13
20_13_2013-02-22,2540.37
20_13_2013-03-01,6924.91
20_13_2013-03-08,8927.89
20_13_2013-03-15,6319.35
20_13_2013-03-22,6380.32
20_13_2013-03-29,6456.86
20_13_2013-04-05,4538.23
20_13_2013-04-12,7180.75
